Source,Target,Duration
15,15,0.9873815934500527
15,14,0.08628322539885858
14,5,0.006187294602142401
5,6,0.0047876137626445825
6,11,0.07985131126822864
11,6,0.3048149500345403
6,2,0.05814620231845424
2,10,5.06411709608301e-4
10,15,0.3256827686699637
15,7,0.13400741017639461
7,13,0.05853246070088858
13,13,0.08548891780375811
13,6,0.03660683901938455
6,10,0.09463967793200823
10,13,0.008479585317815008
13,13,0.22817573043697337
13,11,0.1979697882230056
11,10,0.56503023545703
10,6,0.020613168340673838
6,3,0.004634600655933241
3,13,0.2025381791727483
13,2,0.2152692903500082
2,13,0.03156095448717622
13,7,0.0998548293438688
7,13,0.11623014640659335
13,14,0.06940222200645962
14,6,0.007048387653455279
6,7,0.11729458314609076
7,14,0.12051608726247309
14,3,0.27714799346233576
3,11,0.23222064955439237
11,11,0.11343177327724163
11,10,0.4491887668162917
10,7,0.0890460552341068
7,3,0.23337805667337364
3,2,0.25989367155978016
2,3,0.15445946962374535
3,15,0.16066561729820705
15,14,0.05835388623631843
14,14,0.05220766408808686
14,11,0.34788987916758174
11,15,0.18108157372763856
15,14,0.031387095770128326
14,1,0.07187709301005896
1,15,0.45960385002950943
15,15,0.0833682446303925
15,9,0.11488621243019281
9,14,0.10411522148824304
14,9,0.13564641139902278
9,6,0.2223454601082011
6,9,0.0050552286719778294
9,15,0.13638121077840992
15,1,0.24455081173567805
1,9,0.012297413397277523
9,1,0.06009127748642129
1,9,0.2360596931652168
9,13,0.3877975528611586
13,13,0.666387613054809
13,13,0.021252327631785306
13,1,0.017141873901593385
1,9,0.003162658501281612
9,9,0.042915874668267406
9,10,0.016856705949422235
10,1,0.10731443318779554
1,1,0.2826305790385675
1,10,0.1087412443454383
10,13,0.01916810507577793
13,1,0.006018656501083797
1,2,0.09952162204425008
2,2,0.533205483792969
2,14,0.18463241453969204
14,3,0.19879825046834299
3,2,0.0170141807018922
2,14,0.0051011700496275125
14,2,0.45488110919100677
2,15,0.0919748062711534
15,14,0.16799638034768805
14,11,0.014506310090112606
11,10,0.4853682993779387
10,10,0.4251179663910136
10,11,0.6078957778446892
11,15,0.40651670801489104
15,3,0.030324853326774814
3,14,0.10664678721056475
14,10,0.3366257918177382
10,11,0.07196226198863087
11,2,0.43991202448431466
2,15,0.020155459686222343
15,13,0.27201739844336714
13,11,0.1445761335966722
11,13,0.11515398063795601
13,3,0.042533876017643024
3,13,0.14397479486856923
13,3,0.15649746787016738
3,10,0.32682096663846494
10,11,0.1509306524216072
11,13,0.03692258342948662
13,2,0.044657964556563456
2,9,0.5549543913518704
9,9,0.16721563811572082
9,13,0.1850449278307309
13,14,0.1291773223922945
14,9,0.2527350153338972
9,3,0.5232340495510215
3,14,0.28117130090075193
14,9,0.05020452509900508
9,1,0.1168461035213113
1,15,0.6320101131839095
15,10,0.015538108368772896
10,1,0.10607619234644972
1,14,0.02708495321539317
14,10,0.14548691422534432
10,15,0.343923693438299
15,1,0.040749343484790757
1,7,0.163563850334711
7,1,0.48887320124529765
1,5,0.024708004430991082
5,14,0.007799447063689513
14,2,0.4549499309734415
2,5,0.07112889036390868
5,2,0.11638757384450571
2,11,0.08599675476988011
11,5,0.4963417416461766
5,5,0.11779227306466566
5,6,0.022567441775379393
6,6,0.06003550991881923
6,15,0.008631053380142362
15,3,0.3484566635818567
3,2,0.3791887727903003
2,10,0.03896168429619706
10,7,0.06075788263044046
7,3,0.012174477117767424
3,2,0.050988477035389224
2,11,0.01740670506916331
11,14,0.23802870261418718
14,3,0.10958280867173187
3,6,0.21056809865716275
6,1,0.010557314925719652
1,1,0.24632213499606337
1,1,0.38890791429986393
1,10,0.20540781836125177
10,11,0.5068078689773472
11,7,0.17431313631811918
7,6,0.888119249082493
6,1,0.08344880403829791
1,1,0.12586941338074098
1,9,0.10150821140210553
9,2,0.24194251020634283
2,2,0.2279206659867583
2,9,0.03221744915950353
9,7,0.5222969392785757
7,9,0.1436411477248214
9,15,0.1227547764564747
15,9,0.02014701830276522
9,14,0.06887751013792354
14,5,0.11242027424307821
5,15,0.05338515233577823
15,5,0.025992199656016624
5,9,0.16403722769260298
9,10,0.08799232567874071
10,14,0.027281539129901944
14,5,0.13996594274135532
5,5,0.06039608081303527
5,5,0.21910359884532227
5,10,0.48171301903146
10,6,0.3160125169333412
6,15,0.23422198050676002
15,6,0.10371429313259739
6,15,0.20913351634212063
15,3,0.03264299317262953
3,11,0.022810485387367407
11,7,0.19705260548560943
7,6,0.011059859348918621
6,2,0.4312623844124346
2,13,0.005209806706986342
13,10,0.06725871456990262
10,13,0.06161030771195897
13,14,0.14399416413587574
14,14,0.004677921094199178
14,3,1.1733517187088864
3,7,0.19561662328155194
7,2,0.09003364726687835
2,6,0.047612353460081636
6,15,0.033892649242844186
15,13,0.3116520521855932
13,3,0.8535251848747265
3,14,0.08439055573219889
14,7,0.0728544127624815
7,6,0.00551774605025912
6,15,0.07193637533781327
15,2,0.054696117008504075
2,11,0.14550292073406013
11,14,0.03975403569384639
14,3,0.35519833307230897
3,2,0.12370389477185029
2,15,0.5028619039149191
15,7,0.07048457354275683
7,10,0.10664156998420538
10,13,0.003664456229657276
13,13,0.0950215879761771
13,6,0.10308563716630204
6,3,0.02279711402417206
3,7,0.06012005713895974
7,13,0.17254288878496027
13,13,0.15376842162534388
13,13,0.16530029079657993
13,2,0.039737417517528684
2,6,0.22271498439573634
6,3,0.0271907271391143
3,7,0.31513743338254585
7,3,0.5063791676970766
3,11,0.510023722684025
11,10,0.33595841662193493
10,11,0.6753826720594844
11,1,0.18523817909738227
1,1,0.04162581760239448
1,13,0.3221468524911728
13,2,0.2942401746589667
2,10,0.19596622215473758
10,13,0.04726471496317686
13,14,0.18600553493850214
14,11,0.31919720779424665
11,2,0.05480245737149403
2,10,0.18321704947467765
10,14,0.0021289528305032945
14,15,0.7446270360645855
15,7,0.07550693144787601
7,14,0.30979112441676193
14,5,0.15961372715429434
5,5,2.7458457439877293e-4
5,3,0.011737535487483797
3,11,0.014203921766707595
11,6,0.12238975059851498
6,6,0.2134308936850715
6,1,0.02329967566736002
1,2,0.06385068744938849
2,3,0.009724961882497496
3,11,0.22486050459299634
11,15,0.5434835878434114
15,14,0.01104121273819203
14,7,0.02541909981430024
7,2,0.2507697961383428
2,3,0.11560530170334005
3,5,0.5499125718532127
5,1,0.2460750202155424
1,1,0.015160249638398682
1,15,0.08826961914788001
15,1,0.24550953411778664
1,14,0.11348739696396137
14,1,0.20388536207971697
1,15,0.061187431884704324
15,14,0.05716280480349667
14,9,0.05383481396684431
9,15,0.20317047083007367
15,1,0.037197806210045314
1,6,0.09718342609176034
6,14,0.06940500454346932
14,1,0.4487659785040421
1,9,0.30540980282955843
9,10,0.076071508329278
10,10,0.48967567786054644
10,15,0.001978005399038807
15,13,0.05387899865134216
13,11,0.04156276330915887
11,9,0.08075268248160228
9,1,0.12269574309827647
1,2,0.13647568760546847
2,7,0.11373686839985453
7,14,0.16096197307243187
14,15,0.1305062178996934
