player,item,time_stamp
player1,wheelset,14.71274252019122
player1,finish1,14.96274252019122
player1,wheelset,31.805257105377997
player1,finish1,31.98428026518219
player1,wheelset,44.028354185319664
player1,finish1,44.17560972592294
player1,wheelset,55.047224797159764
player1,finish1,55.175421964144874
player1,wheelset,63.99576970934929
player1,finish1,64.11089982523544
player1,wheelset,70.39704874359002
player1,finish1,70.50249735229991
player1,wheelset,81.96341650662589
player1,finish1,82.0613175015532
player1,wheelset,88.69688071656915
player1,finish1,88.78868176421564
player2,base,2.480703564314764
player2,base,6.214262943756062
player2,base,8.906752036158279
player2,base,11.657935769448052
player2,base,13.79330475074371
player2,base,16.33406572542106
player2,front,30.861194684233006
player2,module2,33.50614968059673
player2,finish2,33.73595027854924
player2,front,40.86904269383089
player2,module2,46.103228864973886
player2,finish2,46.351160315320655
player2,front,49.30412329064396
player2,module2,51.00459442383661
player2,finish2,51.02090205188243
player2,base,53.75387656559823
player2,base,55.763771061462975
player2,front,58.47471525645883
player2,module2,59.50129864240592
player2,finish2,59.562455179418315
player2,front,67.9011297457455
player2,module2,68.8189763726145
player2,finish2,69.08636328652503
player2,front,72.65773053661113
player2,module2,73.93912458831407
player2,finish2,74.00515118761228
player2,front,84.99204086367858
player2,module2,85.69247546339231
player2,finish2,85.8089173111691
player2,front,91.02118642417898
player2,module2,91.61887996983305
player2,finish2,91.74385186767584
player3,steer,2.6494721820905136
player3,steer,3.824228546174284
player3,steer,5.359407731111122
player3,steer,6.86340069459428
player3,steer,8.334347152554308
player3,steer,9.117835383047913
player3,steer,9.968055686772695
player3,steer,10.699057337895855
player3,module3,35.44291255405444
player3,finish3,35.47346461844284
player3,module3,48.84286692991826
player3,finish3,49.38665113970064
player3,module3,52.80657204091567
player3,finish3,52.87928649670433
player3,module3,61.04296970697953
player3,finish3,61.60133998772424
player3,module3,69.6510059838504
player3,finish3,69.78456900003066
player3,module3,75.15015086101602
player3,finish3,75.24004285242667
player3,module3,86.78002094193785
player3,finish3,86.78468798436323
player3,module3,92.4000659520748
player3,finish3,92.41244900267831
player4,body,7.922469431214325
player4,body,15.91207317519859
player4,body,22.31399097944158
player4,body,26.445037771258367
player4,body,30.509430315761733
player4,body,35.585840722433204
player4,module4,36.88942532386188
player4,finish4,36.98367465322034
player4,body,40.88809617629492
player4,body,45.00828444447458
player4,module4,49.65370923885043
player4,finish4,49.706269979268846
player4,module4,53.59394916940886
player4,finish4,53.620124115575045
player4,module4,61.747352254311814
player4,finish4,61.84866004718085
player4,module4,69.90554505156484
player4,finish4,70.17595742610888
player4,module4,75.69087215990108
player4,finish4,75.70630764367311
player4,module4,86.91936294343138
player4,finish4,86.97704362360965
player4,module4,92.70803184773342
player4,finish4,92.74975273861187
