Source,Target,Duration
16,16,2.3222320976401534e-4
16,16,0.008566267605445432
16,16,0.1214418476108392
16,16,0.01843339688150536
16,3,0.10062576331755224
3,16,0.08670359094718094
16,2,0.04501704024430353
2,17,0.6414208394999577
17,17,1.0575523167324832
17,18,0.10952623332383382
18,17,0.444166058577963
17,3,1.1753703937422841
3,17,0.8880661028771613
17,3,0.02635024115866713
3,4,0.6694487086707284
4,5,0.9447185037947179
5,11,0.1619947652368694
11,1,0.10162485134964072
1,18,0.030774678204352313
18,1,0.05667680321138846
1,17,0.24438009886202394
17,1,0.1511133222793717
1,1,0.10899364565517544
1,12,0.024674318793870498
12,18,0.027766491274121563
18,18,0.20188293406803837
18,2,0.1106636537583654
2,17,0.3256724633765202
17,2,0.30054646073003255
2,3,0.13503067021116522
3,2,0.0356064389276014
2,13,0.40245868559119913
13,12,0.8216367594415601
12,18,0.3079069059069752
18,3,0.025729128359301967
3,2,0.2842825215508924
2,3,1.131722221782013
3,13,0.6146594994454517
13,14,0.11191339877788664
14,15,0.22839745637836018
15,6,0.095554238349564
6,7,0.07898000851565712
7,19,0.05241515813546016
19,20,0.5035476827335117
20,16,0.07674558493073391
16,16,0.36281193826346225
16,16,0.01009668733635749
16,16,0.051823236893113744
16,1,0.06117621531063833
1,1,0.2766754048721225
1,8,0.15585538873347105
8,16,0.2548763652889079
16,1,0.029028345402252853
1,9,0.021581314715007238
9,16,0.011055143919634247
16,1,0.0998509776973151
1,10,0.2850313277192811
10,1,0.04015408210625537
1,16,0.31090590940587504
16,17,0.3227919266100514
17,17,0.5453436645312308
17,18,0.10790087093923262
18,2,0.09223835595611263
2,3,0.08138255864631105
3,2,0.20678231201279118
2,17,0.3467033083154831
17,17,0.08751444096864702
17,18,0.7665073299212963
18,17,0.01981680530835206
17,18,0.2185582488630189
18,3,0.02286858899606159
3,2,0.05138029633894803
2,2,0.05020753767607289
2,18,1.12106863539546
18,17,0.059792340331910054
17,18,1.6566325565904378
18,19,1.0275666305718119
19,16,0.0014926409687348041
16,16,0.15566194121487342
16,16,0.5994194795705141
16,16,0.5642886768137316
16,16,0.23380606280454685
16,16,0.36291067220551554
16,3,0.4894834171975617
3,16,0.6115998386001706
16,2,0.10909815784262378
2,17,0.6960570263928219
17,17,0.07744507008143842
17,3,0.9541974647709139
3,18,0.09380490072905445
18,2,0.016557908931190468
2,3,0.1267856293121099
3,17,0.10233829037892406
17,2,0.24842458983101778
2,17,0.22020527225259912
17,3,0.9554001325174681
3,3,0.494418935108655
3,18,0.06440417788022046
18,4,0.01784389096343375
4,5,0.22813624528754417
5,17,0.08302432277622529
17,11,0.18733031795909483
11,12,0.07188129808153576
12,13,1.1995851710187253
13,12,1.0575340335346368
12,13,1.8455289301598157
13,14,0.2911456327062183
14,15,0.06172437695332178
15,6,0.016324499450320218
6,7,0.15333652353615435
7,18,0.35251644229592216
18,8,0.4908239410409294
8,18,0.502882522069541
18,17,0.11042368625655286
17,18,0.2270383773309277
18,9,1.253458804372201
9,10,0.19038359567110774
10,19,1.2518659899687918
19,20,0.20477694050981654
20,1,0.009721251156179278
1,1,0.1564578101595373
1,16,0.2747181885742407
16,16,0.0259773238487071
16,16,0.15756622526043884
16,16,0.034473690535776313
16,16,0.020614827607602138
16,1,0.2581291362868683
1,1,0.02384484728807479
1,16,0.4333846587956316
16,1,0.1168650022345048
1,2,0.04101014626328947
2,16,0.23920132500430213
16,3,0.15630829793755652
3,2,1.0452440915312877
2,17,0.9908461495323309
17,17,0.325117143625107
17,3,0.7193549770406094
3,18,0.4233816571774298
18,17,0.2613393489335749
17,2,0.004975674022119847
2,2,0.05435342137303678
2,3,0.17904778382990116
3,17,0.2059973035927385
17,2,0.2968564084717116
2,18,0.42668690632933703
18,17,0.142317124360261
17,3,0.834627589706912
3,18,0.03861741233959037
18,2,0.1506870889000993
2,3,0.8499567193420319
3,2,0.2693404251484992
2,3,0.8424220861043068
3,18,0.014508776239665622
18,3,0.3111689388935872
3,17,0.011531035501349152
17,4,1.6950198181041003
4,18,0.012238602348787708
18,5,0.07292636784637807
5,11,0.44433654416670265
11,12,0.147170846172628
12,13,1.4926165898044985
13,12,0.06772106615449047
12,13,0.29552388823702813
13,14,0.26666917786943145
14,15,0.39670165269367885
15,6,0.09563234359046646
6,19,0.2766767557644414
19,16,0.04971550330515129
16,7,0.0069758400578052715
7,8,0.29369674903733767
8,16,0.18143613246832047
16,9,0.04258864630926951
9,16,0.34190536578617525
16,16,0.18628744582537138
16,16,0.10984556445609428
16,16,0.4272487993235643
16,16,0.30969907950355946
16,17,0.17317773954715676
17,17,0.00876285368627805
17,18,0.3662488733369855
18,17,0.4004427306551577
17,17,0.0913261848006357
17,10,0.2653821549417046
10,18,0.2210603481769624
18,17,0.8765242138517522
17,18,1.9973610756436528
18,18,0.22440705870198485
18,17,0.1366143951807146
17,18,0.6176222778320835
18,19,2.071666512248356
19,20,0.5364983063873865
20,1,0.8697551753647872
1,1,0.5790272476037899
1,1,2.1404544230822182
1,1,0.059519582819660855
1,1,0.24768555927167313
1,2,0.15245605675846718
2,3,1.2875951534389003
3,2,1.0442735344978473
2,3,1.2061578722041588
3,2,0.10262348288168255
2,2,0.5311451226094448
2,3,0.25330359868118535
3,2,0.5160271600926762
2,3,0.1416369389579586
3,2,0.03456304624205586
2,3,0.08206351274046142
3,2,0.8838647770890873
2,3,0.16403309359353102
3,3,0.11264386697686746
3,4,0.03333168643925433
4,5,1.1150742485789067
5,11,0.38196042113600015
11,12,0.42310490671232515
12,13,1.4553625246225295
13,12,0.20852158599723225
12,13,0.3465596147381973
13,14,0.449447875734478
14,15,0.3818421071817113
15,6,0.0350273558282197
6,7,0.7801045714636246
7,8,1.1399846823590565
8,9,2.244829505097414
9,10,1.5572736818231476
